name	rarity	spawnable	completed	uniqueonly	mindam	maxdam	2handmindam	2handmaxdam	rangeadder	StrBonus	DexBonus	speed	weaponspeedenum	minmisdam	maxmisdam	misspeed	basespeed	modspeed	dam/frame	reqstr	reqdex	durability	nodurability	level	cost	replenish	code	alternateGfx	OpenBetaGfx	ubercode	wclass	2handedwclass	group	weapongroupenum	1or2handed	spelloffset	hit class	2Handed	throwable	stackable	minstack	maxstack	class	reload	range	component	bodyLoc1	bodyLoc2	invwidth	invheight	hasinv	gemsockets	flippyfile	invfile	uniqueinvfile	special	useable	type	sound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	damvsundead	damvsdemon	damvslarge	damvssmall	damvsflying	tohitvsundead	tohitvsdemon	tohitvslarge	tohitvssmall	tohitvsflying	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Amazon	Paladin	Barbarian	Necromancer	Sorceress	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade
Composite Bow	2	1	1	0	4	8	4	8	0	0	1	-10	3	4	8		14	0	0.428571429	25	35	36	1	12	727	1	cbw	lbw	sbw	8cb	bow	bow	bow	7	0	0	10	1	0	0	0	0			.9*d*d	6	4	5	2	3	1	3	flpcbw	invcbw	invcbwu		0	27	5	0	0	5	1	0	0	0	0	7	0	75	100	100	100	100	0	0	15	-15	-15	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	0	255	0	1	0	0	255	0	1	0	0	255	0	0	0	0	255	0	1	0	1	1			0	0	0	0	0	5	8	0	0	0
Short Battle Bow	2	1	1	0	5	11	5	11	0	0	1	0	3	5	11		14	14	0.571428571	30	40	40	1	18	1045	1	sbb	sbb	sbw	8s8	bow	bow	bow	7	0	0	10	1	0	0	0	0			.9*d*d	6	4	5	2	3	1	3	flpsbb	invsbb	invsbbu		0	27	5	0	0	5	1	0	0	0	0	7	0	75	100	100	100	100	0	0	15	-15	-15	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	1	1	0	1	1	0	0	0	0	255	0	0	0	0	1			0	0	0	0	0	5	8	0	0	0
Long Battle Bow	2	1	1	0	3	18	3	18	0	0	1	10	3	3	18		14	28	0.75	40	50	44	1	23	1545	1	lbb	lbb	sbw	8l8	bow	bow	bow	7	0	0	10	1	0	0	0	0			.7*d*d	6	4	5	2	4	1	3	flplbb	invlbb			0	27	5	0	0	5	1	0	0	0	0	7	0	75	100	100	100	100	0	0	15	-15	-15	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	1	1	0	1	1	0	0	0	0	255	0	0	0	0	1			0	0	0	0	0	5	8	0	0	0
Short War Bow	3	1	1	0	6	14	6	14	0	0	1	0	3	6	14		14	14	0.714285714	35	55	48	1	27	2500	1	swb	sbb	sbw	8sw	bow	bow	bow	7	0	0	10	1	0	0	0	0			.8*d*d	6	4	5	2	3	1	3	flpswb	invswb	invswbu		0	27	5	0	0	5	1	0	0	0	0	7	0	75	100	100	100	100	0	0	15	-15	-15	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	1	1	0	1	0	1	1	0	0	0	0	255	1	1	1	1	1			0	0	0	0	0	5	8	0	0	0
Long War Bow	3	1	1	0	3	23	3	23	0	0	1	10	4	3	23		14	28	0.928571429	50	65	55	1	31	3575	1	lwb	lbb	sbw	8lw	bow	bow	bow	7	0	0	10	1	0	0	0	0			.6*d*d	6	4	5	2	4	1	3	flplwb	invlwb			0	27	5	0	0	5	1	0	0	0	0	7	0	75	100	100	100	100	0	0	15	-15	-15	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1			0	0	0	0	0	5	8	0	0	0
Light Crossbow	1	1	1	0	6	9	6	9	0	0	1	-10	5	6	9		16	0	0.46875	21	27	30	1	6	803	1	lxb	lxb	lxb	8lx	xbw	xbw	crossbow	10	0	0	11	1	0	0	0	0		3	d*d	5	4	5	2	3	1	3	flplxb	invlxb	invlxbu	reload lag between shots	0	35	8	0	0	5	1	0	0	0	0	7	0	75	100	100	100	100	0	0	15	-15	-15	0	1	0	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	1			0	0	0	0	0	5	8	0	0	0
Crossbow	1	1	1	0	9	14	9	14	0	0	1	0	6	9	14		16	16	0.71875	40	33	40	1	15	2345	1	mxb	lxb	lxb	8mx	xbw	xbw	crossbow	10	0	0	11	1	0	0	0	0		4	.9*d*d	5	4	5	2	3	1	3	flpmxb	invmxb	invmxbu	reload lag between shots	0	35	8	0	0	5	1	0	0	0	0	7	0	75	100	100	100	100	0	0	15	-15	-15	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	255	0	1	0	1	1			0	0	0	0	0	5	8	0	0	0
Heavy Crossbow	2	1	1	0	12	20	12	20	0	0	1	10	6	12	20		16	32	1	60	40	50	1	24	4096	1	hxb	hxb	lxb	8hx	xbw	xbw	crossbow	10	0	0	11	1	0	0	0	0		6	.8*d*d	5	4	5	2	4	1	3	flphxb	invhxb	invhxbu	reload lag between shots	0	35	8	0	0	5	1	0	0	0	0	7	0	75	100	100	100	100	0	0	15	-15	-15	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	1	1	0	1	0	1	1	0	0	0	0	255	1	1	1	1	1			0	0	0	0	0	5	8	0	0	0
Repeating Crossbow	3	1	1	0	6	12	6	12	0	0	1	-40	2	6	12		16	-48	0.5625	40	50	40	1	33	2739	1	rxb	hxb	lxb	8rx	xbw	xbw	crossbow	10	0	0	11	1	0	0	0	0		12	1.25*d*d	5	4	5	2	3	1	3	flprxb	invrxb	invrxbu	fires 5 shots before reload	0	35	8	0	0	5	1	0	0	0	0	7	0	75	100	100	100	100	0	0	15	-15	-15	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Strangling Gas Potion	4	1	1	0	0	1	0	1	0	0	0	0	3				20	20	0	0	0	2	1	4	100		gps	gpl	gpl	0	1ht	1ht	throwpotion	4	0	0	1	0	1	1	5	10				5	4	5	1	1	0	0	flpgpl	invgpl			0	38	22	0	0	5	0	1	0	0	49	7	3	100	100	100	100	100	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	4	6	4	6	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	4	6	4	6	255			0	0	0	0	0	0	0	0	0	0
Fulminating Potion	2	1	1	0	0	1	0	1	0	0	0	0	3				20	20	0	0	0	2	1	4	200		ops	opl	opl	0	1ht	1ht	throwpotion	4	0	0	1	0	1	1	5	10				5	4	5	1	1	0	0	flpopl	invopl			0	38	22	0	0	5	0	1	0	0	46	7	3	100	100	100	100	100	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	4	6	4	6	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	4	6	4	6	255			0	0	0	0	0	0	0	0	0	0
Choking Gas Potion	3	1	1	0	0	1	0	1	0	0	0	0	3				20	20	0	0	0	2	1	12	80		gpm	gps	gps	0	1ht	1ht	throwpotion	4	0	0	1	0	1	1	5	10				5	4	5	1	1	0	0	flpgps	invgpm			0	38	22	0	0	5	0	1	0	0	48	7	3	100	100	100	100	100	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	2	0	2	255	0	0	0	0	255	2	4	2	4	1	0	0	0	0	255	0	0	0	0	255	2	4	2	4	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	0	0	0	0	0
Exploding Potion	4	1	1	0	0	1	0	1	0	0	0	0	3				20	20	0	0	0	2	1	12	150		opm	opl	opl	0	1ht	1ht	throwpotion	4	0	0	1	0	1	1	5	10				5	4	5	1	1	0	0	flpops	invopm			0	38	22	0	0	5	0	1	0	0	45	7	3	100	100	100	100	100	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	2	4	2	4	1	0	0	0	0	255	0	0	0	0	255	2	4	2	4	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	0	0	0	0	0
Rancid Gas Potion	2	1	1	0	0	1	0	1	0	0	0	0	3				20	20	0	0	0	2	1	24	60		gpl	gps	gps	0	1ht	1ht	throwpotion	4	0	0	1	0	1	1	5	10				5	4	5	1	1	0	0	flpgps	invgps			0	38	22	0	0	5	0	1	0	0	47	7	3	100	100	100	100	100	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	1	5	1	5	255	0	0	0	0	255	4	6	4	6	1	0	0	0	0	255	0	0	0	0	255	0	2	0	2	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	0	0	0	0	0
Oil Potion	4	1	1	0	0	1	0	1	0	0	0	0	3				20	20	0	0	0	2	1	24	100		opl	ops	ops	0	1ht	1ht	throwpotion	4	0	0	1	0	1	1	5	10				5	4	5	1	1	0	0	flpops	invops			0	38	22	0	0	5	0	1	0	0	44	7	3	100	100	100	100	100	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	4	6	4	6	1	0	0	0	0	255	0	0	0	0	255	0	2	0	2	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	0	0	0	0	0
decoy dagger	99	0	0	1	1	2	1	2	0	1	0	-20	1				8	7.2	0.32	15	20	10	0	99	666		d33	dgr	dgr	0	1ht	1ht	dagger	3	0	0	6	0	0	0	0	0				5	4	5	1	2	0	0	flpd33	invd33			0	32	27	0	0	5	0	0	0	18	0	7	0	33	33	33	33	33	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Gidbinn	99	0	0	1	3	7	3	7	0	1	0	-20	1				8	7.2	0.85	15	25	30	0	99	666		g33	dgr	dgr	0	1ht	1ht	dagger	3	0	0	6	0	0	0	0	0				5	4	5	1	2	0	0	flpg33	invg33			0	32	27	0	0	5	0	0	0	18	0	7	0	120	120	120	120	120	0	0	15	-15	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Wirt's Leg	1	0	1	0	2	8	2	8	0	1	0	-10	2				7	0	-1.666666667	0	0	66	0	4	20		leg	clb	clb	0	1hs	1hs	1hmace	0	0	0	3	0	0	0	0	0				5	4	5	1	3	1	2	flpleg	invleg			0	29	28	0	0	5	0	0	0	1	0	7	0	150	100	66	150	100	0	0	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Horadric Malus	0	0	1	0	6	15	6	15	0	1	0	20	6				7	21	1.2	15	15	55	0	14	600		hdm	whm	whm	0	1hs	1hs	1hmace	0	0	0	3	0	0	0	0	0				5	4	5	1	2	0	0	flphmr	invhmr			0	31	29	1	0	5	0	0	0	4	0	7	0	150	100	66	150	100	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
Hellforge Hammer	0	0	1	1	6	15	6	15	0	1	0	0	6				7	7	1.2	0	0	55	0	14	600		hfh	whm	whm	0	1hs	1hs	1hmace	0	0	0	3	0	0	0	0	0				5	4	5	2	3	1	3	flphmr	invhfh			0	31	29	1	0	5	0	0	0	25	0	7	0	150	100	66	150	100	0	0	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	1	0	0
Horadric Staff	2	0	1	1	12	20	12	20	1	1	0	0	3				9	9	1.777777778	30	40	50	0	17	1223		hst	bst	bst	0	stf	stf	staff	8	0	0	9	1	0	0	0	0				5	4	5	1	4	0	0	flphst	invhst		magically charged	0	26	28	1	0	5	0	0	0	10	0	7	0	100	100	100	100	100	0	0	100	0	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	1	0	0
Staff of the Kings	2	0	1	1	10	15	10	15	1	1	0	0	3				9	9	1.388888889	25	35	45	0	17	1223		msf	bst	bst	0	stf	stf	staff	8	0	0	9	1	0	0	0	0				5	4	5	1	3	0	0	flpmsf	invmsf		magically charged	0	26	28	1	0	5	0	0	0	10	#REF!	7	0	100	100	100	100	100	0	0	0	0	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	1	0	0
Hatchet	1	0	1	0	10	21	10	22	0	1	0	0	3				7	7	0	25	25	28	0	27	810		9ha	hax	hax	0	1hs	1hs	1haxe	1	0	0	3	0	0	0	0	0				5	4	5	1	3	1	2	flphax	invhax	invhaxu		0	28	27	0	0	5	0	0	0	0	35	7	0	100	150	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	2	0	0	0
Cleaver	1	0	1	0	10	29	10	30	0	1	0	10	4				7	14	0	68	0	24	0	30	1509		9ax	axe	axe	0	1hs	1hs	1haxe	1	0	0	3	0	0	0	0	0				5	4	5	2	3	1	3	flpaxe	invaxe	invaxeu		0	28	29	0	0	5	0	0	0	0	0	7	0	100	150	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	2	0	0	0
Twin Axe	1	0	0	0	13	30	13	32	0	1	0	10	4				7	14	0	85	0	24	0	35	2919		92a	axe	axe	0	1hs	1hs	1haxe	1	0	0	3	0	0	0	0	0				5	4	5	2	3	1	3	flp2ax	inv2ax			0	28	29	0	0	5	0	0	0	0	0	7	0	100	150	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	2	0	0	0
Crowbill	2	0	1	0	14	27	14	29	0	1	0	-10	2				7	0	0	94	70	26	0	39	4563		9mp	axe	axe	0	1hs	1hs	1haxe	1	0	0	3	0	0	0	0	0				5	4	5	2	3	1	3	flpmpi	invmpi	invmpiu		0	28	29	0	0	5	0	0	0	0	0	7	0	100	150	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
Naga	2	0	0	0	18	34	18	35	0	1	0	0	2				7	7	0	121	0	26	0	44	6669		9wa	hax	hax	0	1hs	1hs	1haxe	1	0	0	3	0	0	0	0	0				5	4	5	2	3	1	3	flpwax	invwax			0	28	29	0	0	5	0	0	0	0	0	7	0	100	150	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
Military Axe	1	0	1	0	14	32	14	34	0	1	0	-10	2				9	0	0	73	0	30	0	30	1362		9la	lax	lax	0	stf	stf	2haxe	1	0	0	5	1	0	0	0	0				5	4	5	2	3	1	3	flplax	invlax			0	28	16	0	0	5	0	0	0	0	0	7	0	100	150	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
Bearded Axe 	1	0	1	0	19	38	21	42	0	1	0	0	3				9	9	0	92	0	35	0	34	2718		9ba	lax	lax	0	stf	stf	2haxe	1	0	0	5	1	0	0	0	0				5	4	5	2	3	1	3	flpbrx	invbrx			0	28	16	0	0	5	0	0	0	0	0	7	0	100	150	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
Tabar	1	0	1	0	21	56	24	58	0	1	0	10	4				9	18	0	101	0	40	0	38	4086		9bt	btx	btx	0	stf	stf	2haxe	1	0	0	5	1	0	0	0	0				5	4	5	2	3	1	3	flpbtx	invbtx	invbtxu		0	28	16	0	0	5	0	0	0	0	0	7	0	100	150	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	2	0	0	0
Gothic Axe	2	0	1	0	14	50	18	54	0	1	0	-10	2				9	0	0	115	79	50	0	42	6048		9ga	btx	btx	0	stf	stf	2haxe	1	0	0	5	1	0	0	0	0				5	4	5	2	4	1	3	flpgax	invgax	invgaxu		0	28	16	0	0	5	0	0	0	0	0	7	0	100	150	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
Ancient Axe	4	0	0	0	46	72	46	74	0	1	0	10	5				9	18	0	125	0	50	0	45	7530		9gi	gix	gix	0	stf	stf	2haxe	1	0	0	5	1	0	0	0	0				5	4	5	2	3	1	3	flpgix	invgix			0	28	16	1	0	5	0	0	0	0	0	7	0	100	150	100	100	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
Burnt Wand	2	0	1	0	8	18	8	19	0	1	0	0	3				7	7	0	25	0	15	0	27	915		9wn	wnd	wnd	0	1hs	1hs	1hmace	0	0	0	2	0	0	0	0	0	necromancer			5	4	5	1	2	0	0	flpwnd	invwnd		magically charged	0	25	30	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Petrified Wand	0	0	1	0	8	24	8	26	0	1	0	10	4				7	14	0	25	0	15	0	34	2535		9yw	ywn	ywn	0	1hs	1hs	1hmace	0	0	0	2	0	0	0	0	0	necromancer			5	4	5	1	2	0	0	flpywn	invywn		magically charged	0	25	30	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	8	0	0	0
Tomb Wand	0	0	1	0	10	22	10	24	0	1	0	-20	2				7	-7	0	25	0	15	0	39	4188		9bw	bwn	bwn	0	1hs	1hs	1hmace	0	0	0	2	0	0	0	0	0	necromancer			5	4	5	1	2	0	0	flpbwn	invbwn	invbwnu	magically charged	0	25	30	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Grave Wand	0	0	0	0	13	29	13	30	0	1	0	0	2				7	7	0	25	0	15	0	45	6594		9gw	bwn	bwn	0	1hs	1hs	1hmace	0	0	0	2	0	0	0	0	0	necromancer			5	4	5	1	2	0	0	flpgwn	invgwn		magically charged	0	25	30	0	0	5	0	0	0	0	0	7	0	100	100	100	100	100	0	0	0	0	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	1	2	0	0	0
Cudgel	1	0	1	0	6	21	6	22	0	1	0	-10	2				7	0	0	25	0	24	0	26	396		9cl	clb	clb	0	1hs	1hs	1hmace	0	0	0	8	0	0	0	0	0				5	4	5	1	3	1	2	flpclb	invclb	invclbu		0	29	28	0	0	5	0	0	0	0	0	7	0	150	100	66	150	100	0	0	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	5	2	0	0	0
Rune Scepter	1	0	1	0	13	24	13	26	0	1	0	0	3				7	7	0	58	0	50	0	27	1350		9sc	mac	mac	0	1hs	1hs	1hmace	0	0	0	8	0	0	0	0	0	paladin			5	4	5	1	3	1	2	flpscp	invscp		magically charged	0	24	29	0	0	5	0	0	0	0	0	7	0	150	100	66	150	100	0	0	0	0	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	0	0	2	2	0	0	0
