Handle	Index	FileName	Volume	Group Size	Loop	Fade In	Fade Out	Defer Inst	Stop Inst	Duration	Compound	Reverb	Falloff	Cache	Async Only	Priority	Stream	Stereo	Tracking	Solo	Music Vol	Block 1	Block 2	Block 3
ESOUND_CREATURE_SPIDER_3	2127	ambient\creature\spider3.wav	60	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_CREATURE_SPIDER_4	2128	ambient\creature\spider4.wav	60	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
ESOUND_LIGHT_WALK_DIRT_1	2129	ambient\footstep\LightDirt1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_WALK_DIRT_2	2130	ambient\footstep\LightDirt2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_WALK_DIRT_3	2131	ambient\footstep\LightDirt3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_WALK_DIRT_4	2132	ambient\footstep\LightDirt4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_WALK_ISTONE_1	2133	ambient\footstep\LightIStone1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_WALK_ISTONE_2	2134	ambient\footstep\LightIStone2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_WALK_ISTONE_3	2135	ambient\footstep\LightIStone3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_WALK_ISTONE_4	2136	ambient\footstep\LightIStone4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_WALK_OSTONE_1	2137	ambient\footstep\LightOStone1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_WALK_OSTONE_2	2138	ambient\footstep\LightOStone2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_WALK_OSTONE_3	2139	ambient\footstep\LightOStone3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_WALK_OSTONE_4	2140	ambient\footstep\LightOStone4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_WALK_SAND_1	2141	ambient\footstep\LightSand1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_WALK_SAND_2	2142	ambient\footstep\LightSand2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_WALK_SAND_3	2143	ambient\footstep\LightSand3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_WALK_SAND_4	2144	ambient\footstep\LightSand4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_WALK_WOOD_1	2145	ambient\footstep\LightWood1.wav	150	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_WALK_WOOD_2	2146	ambient\footstep\LightWood2.wav	150	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_WALK_WOOD_3	2147	ambient\footstep\LightWood3.wav	150	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_WALK_WOOD_4	2148	ambient\footstep\LightWood4.wav	150	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_RUN_DIRT_1	2149	ambient\footstep\LightDirtRun1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_RUN_DIRT_2	2150	ambient\footstep\LightDirtRun2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_RUN_DIRT_3	2151	ambient\footstep\LightDirtRun3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_RUN_DIRT_4	2152	ambient\footstep\LightDirtRun4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_RUN_ISTONE_1	2153	ambient\footstep\LightIStoneRun1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_RUN_ISTONE_2	2154	ambient\footstep\LightIStoneRun2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_RUN_ISTONE_3	2155	ambient\footstep\LightIStoneRun3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_RUN_ISTONE_4	2156	ambient\footstep\LightIStoneRun4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_RUN_OSTONE_1	2157	ambient\footstep\LightOStoneRun1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_RUN_OSTONE_2	2158	ambient\footstep\LightOStoneRun2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_RUN_OSTONE_3	2159	ambient\footstep\LightOStoneRun3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_RUN_OSTONE_4	2160	ambient\footstep\LightOStoneRun4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_RUN_SAND_1	2161	ambient\footstep\LightSandRun1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_RUN_SAND_2	2162	ambient\footstep\LightSandRun2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_RUN_SAND_3	2163	ambient\footstep\LightSandRun3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_RUN_SAND_4	2164	ambient\footstep\LightSandRun4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_RUN_WOOD_1	2165	ambient\footstep\LightWoodRun1.wav	150	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_RUN_WOOD_2	2166	ambient\footstep\LightWoodRun2.wav	150	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_RUN_WOOD_3	2167	ambient\footstep\LightWoodRun3.wav	150	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_LIGHT_RUN_WOOD_4	2168	ambient\footstep\LightWoodRun4.wav	150	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_WALK_DIRT_1	2169	ambient\footstep\MedDirt1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_WALK_DIRT_2	2170	ambient\footstep\MedDirt2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_WALK_DIRT_3	2171	ambient\footstep\MedDirt3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_WALK_DIRT_4	2172	ambient\footstep\MedDirt4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_WALK_ISTONE_1	2173	ambient\footstep\MedIStone1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_WALK_ISTONE_2	2174	ambient\footstep\MedIStone2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_WALK_ISTONE_3	2175	ambient\footstep\MedIStone3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_WALK_ISTONE_4	2176	ambient\footstep\MedIStone4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_WALK_OSTONE_1	2177	ambient\footstep\MedOStone1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_WALK_OSTONE_2	2178	ambient\footstep\MedOStone2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_WALK_OSTONE_3	2179	ambient\footstep\MedOStone3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_WALK_OSTONE_4	2180	ambient\footstep\MedOStone4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_WALK_SAND_1	2181	ambient\footstep\MedSand1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_WALK_SAND_2	2182	ambient\footstep\MedSand2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_WALK_SAND_3	2183	ambient\footstep\MedSand3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_WALK_SAND_4	2184	ambient\footstep\MedSand4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_WALK_WOOD_1	2185	ambient\footstep\MedWood1.wav	150	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_WALK_WOOD_2	2186	ambient\footstep\MedWood2.wav	150	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_WALK_WOOD_3	2187	ambient\footstep\MedWood3.wav	150	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_WALK_WOOD_4	2188	ambient\footstep\MedWood4.wav	150	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_RUN_DIRT_1	2189	ambient\footstep\MedDirtRun1.wav	210	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_RUN_DIRT_2	2190	ambient\footstep\MedDirtRun2.wav	210	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_RUN_DIRT_3	2191	ambient\footstep\MedDirtRun3.wav	210	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_RUN_DIRT_4	2192	ambient\footstep\MedDirtRun4.wav	210	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_RUN_ISTONE_1	2193	ambient\footstep\MedIStoneRun1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_RUN_ISTONE_2	2194	ambient\footstep\MedIStoneRun2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_RUN_ISTONE_3	2195	ambient\footstep\MedIStoneRun3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_RUN_ISTONE_4	2196	ambient\footstep\MedIStoneRun4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_RUN_OSTONE_1	2197	ambient\footstep\MedOStoneRun1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_RUN_OSTONE_2	2198	ambient\footstep\MedOStoneRun2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_RUN_OSTONE_3	2199	ambient\footstep\MedOStoneRun3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_RUN_OSTONE_4	2200	ambient\footstep\MedOStoneRun4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_RUN_SAND_1	2201	ambient\footstep\MedSandRun1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_RUN_SAND_2	2202	ambient\footstep\MedSandRun2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_RUN_SAND_3	2203	ambient\footstep\MedSandRun3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_RUN_SAND_4	2204	ambient\footstep\MedSandRun4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_RUN_WOOD_1	2205	ambient\footstep\MedWoodRun1.wav	150	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_RUN_WOOD_2	2206	ambient\footstep\MedWoodRun2.wav	150	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_RUN_WOOD_3	2207	ambient\footstep\MedWoodRun3.wav	150	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_MEDIUM_RUN_WOOD_4	2208	ambient\footstep\MedWoodRun4.wav	150	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_WALK_DIRT_1	2209	ambient\footstep\HeavyDirt1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_WALK_DIRT_2	2210	ambient\footstep\HeavyDirt2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_WALK_DIRT_3	2211	ambient\footstep\HeavyDirt3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_WALK_DIRT_4	2212	ambient\footstep\HeavyDirt4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_WALK_ISTONE_1	2213	ambient\footstep\HeavyIStone1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_WALK_ISTONE_2	2214	ambient\footstep\HeavyIStone2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_WALK_ISTONE_3	2215	ambient\footstep\HeavyIStone3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_WALK_ISTONE_4	2216	ambient\footstep\HeavyIStone4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_WALK_OSTONE_1	2217	ambient\footstep\HeavyOStone1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_WALK_OSTONE_2	2218	ambient\footstep\HeavyOStone2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_WALK_OSTONE_3	2219	ambient\footstep\HeavyOStone3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_WALK_OSTONE_4	2220	ambient\footstep\HeavyOStone4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_WALK_SAND_1	2221	ambient\footstep\HeavySand1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_WALK_SAND_2	2222	ambient\footstep\HeavySand2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_WALK_SAND_3	2223	ambient\footstep\HeavySand3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_WALK_SAND_4	2224	ambient\footstep\HeavySand4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_WALK_WOOD_1	2225	ambient\footstep\HeavyWood1.wav	150	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_WALK_WOOD_2	2226	ambient\footstep\HeavyWood2.wav	150	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_WALK_WOOD_3	2227	ambient\footstep\HeavyWood3.wav	150	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_WALK_WOOD_4	2228	ambient\footstep\HeavyWood4.wav	150	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_RUN_DIRT_1	2229	ambient\footstep\HeavyDirtRun1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_RUN_DIRT_2	2230	ambient\footstep\HeavyDirtRun2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_RUN_DIRT_3	2231	ambient\footstep\HeavyDirtRun3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_RUN_DIRT_4	2232	ambient\footstep\HeavyDirtRun4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_RUN_ISTONE_1	2233	ambient\footstep\HeavyIStoneRun1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_RUN_ISTONE_2	2234	ambient\footstep\HeavyIStoneRun2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_RUN_ISTONE_3	2235	ambient\footstep\HeavyIStoneRun3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_RUN_ISTONE_4	2236	ambient\footstep\HeavyIStoneRun4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_RUN_OSTONE_1	2237	ambient\footstep\HeavyOStoneRun1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_RUN_OSTONE_2	2238	ambient\footstep\HeavyOStoneRun2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_RUN_OSTONE_3	2239	ambient\footstep\HeavyOStoneRun3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_RUN_OSTONE_4	2240	ambient\footstep\HeavyOStoneRun4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_RUN_SAND_1	2241	ambient\footstep\HeavySandRun1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_RUN_SAND_2	2242	ambient\footstep\HeavySandRun2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_RUN_SAND_3	2243	ambient\footstep\HeavySandRun3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_RUN_SAND_4	2244	ambient\footstep\HeavySandRun4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_RUN_WOOD_1	2245	ambient\footstep\HeavyWoodRun1.wav	150	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_RUN_WOOD_2	2246	ambient\footstep\HeavyWoodRun2.wav	150	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_RUN_WOOD_3	2247	ambient\footstep\HeavyWoodRun3.wav	150	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_HEAVY_RUN_WOOD_4	2248	ambient\footstep\HeavyWoodRun4.wav	150	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1
ESOUND_WALK_FLESH_1	2249	ambient\footstep\flesh1.wav	180	4	0	0	0	0	0	0	0	1	1	0	0	20	0	0	0	0	0	-1	-1	-1
ESOUND_WALK_FLESH_2	2250	ambient\footstep\flesh2.wav	180	0	0	0	0	0	0	0	0	1	1	0	0	20	0	0	0	0	0	-1	-1	-1
ESOUND_WALK_FLESH_3	2251	ambient\footstep\flesh3.wav	180	0	0	0	0	0	0	0	0	1	1	0	0	20	0	0	0	0	0	-1	-1	-1
ESOUND_WALK_FLESH_4	2252	ambient\footstep\flesh4.wav	180	0	0	0	0	0	0	0	0	1	1	0	0	20	0	0	0	0	0	-1	-1	-1
ESOUND_WALK_GINORMOUS_LOW_1	2253	ambient\footstep\Ginormous2.wav	100	3	0	0	0	0	0	0	0	1	1	0	0	20	0	0	0	0	0	-1	-1	-1
ESOUND_WALK_GINORMOUS_LOW_2	2254	ambient\footstep\Ginormous6.wav	100	0	0	0	0	0	0	0	0	1	1	0	0	20	0	0	0	0	0	-1	-1	-1
ESOUND_WALK_GINORMOUS_LOW_3	2255	ambient\footstep\Ginormous7.wav	100	0	0	0	0	0	0	0	0	1	1	0	0	20	0	0	0	0	0	-1	-1	-1
ESOUND_WALK_GINORMOUS_HIGH_1	2256	ambient\footstep\Ginormous2.wav	200	3	0	0	0	0	0	0	0	1	1	0	0	20	0	0	0	0	0	-1	-1	-1
ESOUND_WALK_GINORMOUS_HIGH_2	2257	ambient\footstep\Ginormous6.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	20	0	0	0	0	0	-1	-1	-1
ESOUND_WALK_GINORMOUS_HIGH_3	2258	ambient\footstep\Ginormous7.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	20	0	0	0	0	0	-1	-1	-1
ESOUND_WALK_HOOF_1	2259	ambient\footstep\hoof1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	20	0	0	0	0	0	-1	-1	-1
ESOUND_WALK_HOOF_2	2260	ambient\footstep\hoof2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	20	0	0	0	0	0	-1	-1	-1
ESOUND_WALK_HOOF_3	2261	ambient\footstep\hoof3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	20	0	0	0	0	0	-1	-1	-1
ESOUND_WALK_HOOF_4	2262	ambient\footstep\hoof4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	20	0	0	0	0	0	-1	-1	-1
ESOUND_AMAZON_HIT_1	2263	combat\player\amazon\soft4.wav	255	5	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_AMAZON_HIT_2	2264	combat\player\amazon\hard1.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_AMAZON_HIT_3	2265	combat\player\amazon\hard2.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_AMAZON_HIT_4	2266	combat\player\amazon\hard5.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_AMAZON_HIT_5	2267	combat\player\amazon\hard6.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_AMAZON_DEATH_1	2268	combat\player\amazon\death1.wav	255	2	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_AMAZON_DEATH_2	2269	combat\player\amazon\death2.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_AMAZON_DEATH_3	2270	none.wav	0	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_PALADIN_HIT_1	2271	combat\player\paladin\soft1.wav	255	5	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_PALADIN_HIT_2	2272	combat\player\paladin\soft2.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_PALADIN_HIT_3	2273	combat\player\paladin\soft3.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_PALADIN_HIT_4	2274	combat\player\paladin\hard1.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_PALADIN_HIT_5	2275	combat\player\paladin\hard2.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_PALADIN_DEATH_1	2276	combat\player\paladin\death1.wav	255	3	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
ESOUND_PALADIN_DEATH_2	2277	combat\player\paladin\death2.wav	255	0	0	0	0	1	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
